CN_Code,Description
47001100,SEZIONE X - PASTE DI LEGNO O DI ALTRE MATERIE FIBROSE CELLULOSICHE; CARTA O CARTONE DA RICICLARE (AVANZI O RIFIUTI); CARTA E CARTONE E LORO LAVORI
47002100,CAPITOLO 47 - PASTE DI LEGNO O DI ALTRE MATERIE FIBROSE CELLULOSICHE; CARTA O CARTONE DA RICICLARE (AVANZI O RIFIUTI)
47010000,4701 00 Paste meccaniche di legno
47010010,4701 00 10 - Paste termomeccaniche di legno
47010090,4701 00 90 - altre
47020000,"4702 00 00 Paste chimiche di legno, per dissoluzione"
47030000,"4703 Paste chimiche di legno, alla soda o al solfato, diverse da quelle per dissoluzione"
47031100,4703 11 00 -- di conifere
47031900,4703 19 00 -- diverse da quelle di conifere
47032100,- semimbianchite o imbianchite
47032900,4703 29 00 -- diverse da quelle di conifere
47040000,"4704 Paste chimiche di legno, al bisolfito, diverse da quelle per dissoluzione"
47041100,4704 11 00 -- di conifere
47041900,4704 19 00 -- diverse da quelle di conifere
47042100,- semimbianchite o imbianchite
47042900,4704 29 00 -- diverse da quelle di conifere
47050000,4705 00 00 Paste di legno ottenute combinando un trattamento meccanico con uno chimico
47060000,4706 Paste di fibre ottenute da carta o da cartone riciclati (avanzi o rifiuti) o da altre materie fibrose cellulosiche
47061000,4706 10 00 - Paste di linters di cotone
47062000,4706 20 00 - Paste di fibre ottenute da carta o da cartone riciclati (avanzi o rifiuti)
47063000,"4706 30 00 - altre, di bambù"
47069100,4706 91 00 -- meccaniche
47069200,4706 92 00 -- chimiche
47069300,4706 93 00 -- ottenute combinando un trattamento meccanico con uno chimico
47070000,4707 Carta o cartone da riciclare (avanzi e rifiuti)
47071000,4707 10 00 - carta o cartone Kraft greggi o carta o cartone ondulati
47072000,"4707 20 00 - altra carta o cartone ottenuti principalmente partendo da paste chimiche imbianchite, non colorati in pasta"
47073000,"4707 30 - carta o cartone ottenuti principalmente partendo da paste meccaniche (per esempio: giornali, periodici e stampati simili)"
47073010,"4707 30 10 -- vecchi numeri e invenduto di giornali e riviste, elenchi telefonici, opuscoli e stampati pubblicitari"
47073090,4707 30 90 -- altri
47079000,"4707 90 - altri, compresi gli avanzi e rifiuti non selezionati"
47079010,4707 90 10 -- non selezionati
47079090,4707 90 90 -- selezionati
48002100,"CAPITOLO 48 - CARTA E CARTONE; LAVORI DI PASTA DI CELLULOSA, DI CARTA O DI CARTONE"
48010000,"4801 00 00 Carta da giornale, in rotoli o in fogli"
48020000,"4802 Carta e cartone, non patinati né spalmati, dei tipi utilizzati per la scrittura, la stampa o altri scopi grafici, e carta e cartone per schede o nastri da perforare, non perforati, in rotoli o in fogli di forma quadrata o rettangolare, di qualunque formato, diversi dalla carta delle voci 4801 o 4803; carta e cartone fabbricati a mano"
48021000,4802 10 00 - Carta e cartone fabbricati a mano
48022000,"4802 20 00 - Carta e cartone da supporto per carta o cartone fotosensibili, sensibili al calore o all'elettricità"
48024000,4802 40 - Carta da supporto per carta da parati
48024010,4802 40 10 -- senza fibre ottenute con procedimento meccanico oppure in cui non più del 10 % in peso della massa fibrosa totale è costituito da tali fibre
48024090,4802 40 90 -- altri
48025400,"- altra carta e altro cartone, senza fibre ottenute con procedimento meccanico o chimico-meccanico oppure in cui al massimo 10 % in peso della massa fibrosa totale è costituito da tali fibre"
48025500,"4802 55 -- di peso compreso tra 40 g inclusi e 150 g inclusi per m2, in rotoli"
48025515,4802 55 15 --- di peso compreso tra 40 g inclusi e 60 g esclusi per m2
48025525,4802 55 25 --- di peso compreso tra 60 g inclusi e 75 g esclusi per m2
48025530,4802 55 30 --- di peso compreso tra 75 g inclusi e 80 g esclusi per m2
48025590,4802 55 90 --- di peso uguale o superiore a 80 g per m2
48025600,"4802 56 -- di peso compreso tra 40 g inclusi e 150 g inclusi per m2, in fogli di cui un lato non supera 435 mm e l'altro non supera 297 mm a foglio spiegato"
48025620,4802 56 20 --- di cui un lato misura 297 mm e l'altro misura 210 mm (formato A 4)
48025680,4802 56 80 --- altri
48025700,"4802 57 00 -- altri, di peso compreso tra 40 g inclusi e 150 g inclusi per m2"
48025800,4802 58 -- di peso superiore a 150 g per m2
48025810,4802 58 10 --- in rotoli
48025890,4802 58 90 --- altri
48026100,"- altra carta e altro cartone, in cui più di 10 % in peso della massa fibrosa totale è costituito da fibre ottenute con procedimento meccanico o chimico-meccanico"
48026115,4802 61 15 --- di peso inferiore a 72 g per m2 e in cui più del 50 % in peso della massa fibrosa totale è costituito da fibre ottenute con un procedimento meccanico
48026180,4802 61 80 --- altri
48026200,4802 62 00 -- in fogli di cui un lato non supera 435 mm e l'altro non supera 297 mm a foglio spiegato
48026900,4802 69 00 -- altri
48030000,"4803 00 Carta dei tipi utilizzati per carta igienica, per togliere il trucco, per asciugamani, per tovaglioli o per carta simile per uso domestico, igienico o da toeletta, ovatta di cellulosa e strati di fibre di cellulosa, anche increspati, pieghettati, goffrati, impressi a secco, perforati, colorati in superficie, decorati in superficie o stampati, in rotoli o in fogli"
48030010,4803 00 10 - Ovatta di cellulosa
48030031,"- Carta increspata o pieghettata e strati di fibre di cellulosa, dette tissue, di peso per strato e per m2"
48030039,4803 00 39 -- superiore a 25 g
48030090,4803 00 90 - altri
48040000,"4804 Carta e cartone Kraft, non patinati né spalmati, in rotoli o in fogli, diversi da quelli delle voci 4802 o 4803"
48041100,"- Carta e cartone per copertine, detti Kraftliner"
48041111,"--- la cui composizione fibrosa totale è costituita da almeno 80 %, in peso, di fibre di conifere ottenute mediante il processo chimico al solfato o alla soda"
48041115,4804 11 15 ---- di peso compreso tra 150 g inclusi e 175 g esclusi per m2
48041119,4804 11 19 ---- di peso uguale o superiore a 175 g per m2
48041190,4804 11 90 --- altri
48041900,4804 19 -- altri
48041912,"--- la cui composizione fibrosa totale è costituita da almeno 80 %, in peso, di fibre di conifere ottenute mediante il processo chimico al solfato o alla soda"
48041919,4804 19 19 ----- uguale o superiore a 175 g
48041930,4804 19 30 ---- altri
48041990,4804 19 90 --- altri
48042100,- Carta Kraft per sacchi di grande capacità
48042110,"4804 21 10 --- la cui composizione fibrosa totale è costituita da almeno 80 %, in peso, di fibre di conifere ottenute mediante il processo chimico al solfato o alla soda"
48042190,4804 21 90 --- altra
48042900,4804 29 -- altra
48042910,"4804 29 10 --- la cui composizione fibrosa totale è costituita da almeno 80 %, in peso, di fibre di conifere ottenute mediante il processo chimico al solfato o alla soda"
48042990,4804 29 90 --- altra
48043100,- altra carta e altro cartone Kraft di peso non superiore a 150 g per m2
48043151,"--- la cui composizione fibrosa totale è costituita da almeno 80 %, in peso, di fibre di conifere ottenute mediante il processo chimico al solfato o alla soda"
48043158,4804 31 58 ---- altri
48043180,4804 31 80 --- altri
48043900,4804 39 -- altri
48043951,"--- la cui composizione fibrosa totale è costituita da almeno 80 %, in peso, di fibre di conifere ottenute mediante il processo chimico al solfato o alla soda"
48043958,4804 39 58 ---- altri
48043980,4804 39 80 --- altri
48044100,- altra carta e altro cartone Kraft di peso compreso tra 150 g esclusi e 225 g esclusi per m2
48044191,4804 41 91 --- Carta e cartone detti saturating Kraft
48044198,4804 41 98 --- altri
48044200,4804 42 00 -- con imbianchimento uniforme in pasta ed in cui più di 95 % in peso della massa fibrosa totale è costituita da fibre di legno ottenute con procedimento chimico
48044900,4804 49 00 -- altri
48045100,- altra carta e altro cartone Kraft di peso uguale o superiore a 225 g per m2
48045200,"4804 52 00 -- con imbianchimento uniforme in pasta ed in cui più di 95 %, in peso, della massa fibrosa totale è costituita da fibre di legno ottenute con procedimento chimico"
48045900,4804 59 -- altri
48045910,"4804 59 10 --- la cui composizione fibrosa totale è costituita da almeno 80 %, in peso, di fibre di conifere ottenute mediante il processo chimico al solfato o alla soda"
48045990,4804 59 90 --- altri
48050000,"4805 Altra carta ed altro cartone, non patinati né spalmati, in rotoli o in fogli che non hanno subito operazioni complementari o trattamenti diversi da quelli previsti nella nota 3 di questo capitolo"
48051100,4805 11 00 -- Carta di pasta semichimica da ondulare detta fluting
48051200,4805 12 00 -- Carta paglia da ondulare
48051900,4805 19 -- altri
48051910,4805 19 10 --- Wellenstoff
48051990,4805 19 90 --- altri
48052400,4805 24 00 -- di peso non superiore a 150 g per m2
48052500,4805 25 00 -- di peso superiore a 150 g per m2
48053000,4805 30 00 - Carta da imballaggio al solfito
48054000,4805 40 00 - Carta da filtro e cartone da filtro
48055000,"4805 50 00 - Cartafeltro e cartonefeltro, carta e cartone lanosi"
48059100,4805 91 00 -- di peso non superiore a 150 g per m2
48059200,4805 92 00 -- di peso superiore a 150 g per m2 ma inferiore a 225 g per m2
48059300,4805 93 -- di peso uguale o superiore a 225 g per m2
48059320,4805 93 20 --- a base di carta riciclata
48059380,4805 93 80 --- altri
48060000,"4806 Carta e cartone all'acido solforico, carta impermeabile ai grassi, carta da lucido e carta detta cristallo, e altre carte calandrate trasparenti o traslucide, in rotoli o in fogli"
48061000,4806 10 00 - Carta e cartone all'acido solforico (pergamena vegetale)
48062000,4806 20 00 - Carta impermeabile ai grassi (greaseproof)
48063000,4806 30 00 - Carta da lucido
48064000,4806 40 - Carta detta cristallo e altre carte calandrate trasparenti o traslucide
48064010,4806 40 10 -- Carta detta cristallo
48064090,4806 40 90 -- altri
48070000,"4807 00 Carta e cartone, riuniti mediante incollatura in forma piatta, non patinati né spalmati alla superficie né impregnati, anche rinforzati internamente, in rotoli o in fogli"
48070030,"4807 00 30 - a base di carta riciclata, anche rivestiti di carta"
48070080,4807 00 80 - altri
48080000,"4808 Carta e cartone ondulati (anche con copertura incollata), increspati, pieghettati, goffrati, impressi a secco o perforati, in rotoli o in fogli, diversi dalla carta del tipo descritto nel testo della voce 4803"
48081000,"4808 10 00 - Carta e cartone ondulati, anche perforati"
48084000,"4808 40 00 - Carta Kraft, increspata o pieghettata, anche goffrata, impressa a secco o perforata"
48089000,4808 90 00 - altri
48090000,"4809 Carta carbone, carta detta autocopiante e altra carta per riproduzione di copie (compresa la carta patinata, spalmata o impregnata per matrici di duplicatori o per lastre offset), anche stampata, in rotoli o in fogli"
48092000,4809 20 00 - Carta detta autocopiante
48099000,4809 90 00 - altra
48100000,"4810 Carta e cartone patinati al caolino o con altre sostanze inorganiche su una o entrambe le facce, con o senza leganti, esclusa qualsiasi altra patinatura o spalmatura, anche colorati in superficie, decorati in superficie o stampati, in rotoli o in fogli di forma quadrata o rettangolare, di qualsiasi formato"
48101300,"- Carta e cartone dei tipi utilizzati per la scrittura, per la stampa o per altri scopi grafici, senza fibre ottenute con procedimento meccanico o chimico-meccanico oppure in cui non più del 10 % in peso della massa fibrosa totale è costituito da tali fibre"
48101400,4810 14 00 -- in fogli di cui un lato non supera 435 mm e l'altro lato non supera 297 mm a foglio spiegato
48101900,4810 19 00 -- altri
48102200,"- Carta e cartone dei tipi utilizzati per la scrittura, per la stampa o per altri scopi grafici, in cui più del 10 % in peso della massa fibrosa totale è costituito da fibre ottenute con procedimento meccanico o chimico-meccanico"
48102900,4810 29 -- altri
48102930,4810 29 30 --- in rotoli
48102980,4810 29 80 --- altri
48103100,"4810 31 00 -- con imbianchimento uniforme in pasta ed in cui più del 95 %, in peso, della massa fibrosa totale è costituito da fibre di legno ottenute con procedimento chimico, di peso non superiore a 150 g per m2"
48103200,"4810 32 -- con imbianchimento uniforme in pasta ed in cui più del 95 %, in peso, della massa fibrosa totale è costituito da fibre di legno ottenute con procedimento chimico, di peso superiore a 150 g per m2"
48103210,4810 32 10 --- patinati o intonacati di caolino
48103290,4810 32 90 --- altri
48103900,4810 39 00 -- altri
48109200,- altra carta ed altro cartone
48109210,4810 92 10 --- con imbianchimento di ogni strato
48109230,4810 92 30 --- con imbianchimento di un solo strato esterno
48109290,4810 92 90 --- altri
48109900,4810 99 -- altri
48109910,"4810 99 10 --- di pasta imbianchita, patinata o intonacata di caolino"
48109980,4810 99 80 --- altri
48110000,"4811 Carta, cartone, ovatta di cellulosa e strati di fibre di cellulosa, patinati, spalmati, impregnati, ricoperti, colorati in superficie, decorati in superficie o stampati, in rotoli o in fogli di forma quadrata o rettangolare, di qualsiasi formato, diversi dai prodotti dei tipi descritti nel testo delle voci 4803, 4809 o 4810"
48111000,"4811 10 00 - Carta e cartone trattati con catrame, bitume o asfalto"
48114100,- Carta e cartone gommati o adesivi
48114120,"4811 41 20 --- di larghezza non superiore a 10 cm, il cui intonaco è costituito da gomma, naturale o sintetica, non vulcanizzata"
48114190,4811 41 90 --- altri
48114900,4811 49 00 -- altri
48115100,"- Carta e cartone, spalmati, impregnati o ricoperti di materia plastica (esclusi quelli adesivi)"
48115900,4811 59 00 -- altri
48116000,"4811 60 00 - Carta e cartone spalmati o impregnati di cera, di paraffina, di stearina, di olio o di glicerolo"
48119000,"4811 90 00 - altra carta, altro cartone, ovatta di cellulosa e strati di fibre di cellulosa"
48120000,"4812 00 00 Blocchi e lastre, filtranti, di pasta di carta"
48130000,"4813 Carta da sigarette, anche tagliata a misura o in blocchetti o in tubetti"
48131000,4813 10 00 - in blocchetti o in tubetti
48132000,4813 20 00 - in rotoli di larghezza non superiore a 5 cm
48139000,4813 90 - altra
48139010,4813 90 10 -- in rotoli di larghezza superiore a 5 cm ma non superiore a 15 cm
48139090,4813 90 90 -- altra
48140000,4814 Carte da parati e rivestimenti murali simili; vetrofanie
48142000,"4814 20 00 - Carte da parati e rivestimenti murali simili, costituiti da carta spalmata o ricoperta, sul diritto, da uno strato di materia plastica granulata, goffrata, colorata, stampata con motivi o altrimenti decorata"
48149000,4814 90 - altri
48149010,"4814 90 10 -- Carta da parati e rivestimenti murali simili, costituiti da carta granulata, goffrata, colorata in superficie, stampata con motivi o altrimenti decorata in superficie, spalmata o ricoperta di materia plastica protettrice trasparente"
48149070,4814 90 70 -- altri
48160000,"4816 Carta carbone, carta detta autocopiante e altra carta per riproduzione di copie (diverse da quelle della voce 4809), matrici complete per duplicatori e lastre offset, di carta, anche condizionate in scatole"
48162000,4816 20 00 - Carta detta autocopiante
48169000,4816 90 00 - altra
48170000,"4817 Buste, biglietti postali, cartoline postali non illustrate e cartoncini per corrispondenza, di carta o di cartone; scatole, involucri a busta e simili, di carta o di cartone, contenenti un assortimento di prodotti cartotecnici per corrispondenza"
48171000,4817 10 00 - Buste
48172000,"4817 20 00 - Biglietti postali, cartoline postali non illustrate e cartoncini per corrispondenza"
48173000,"4817 30 00 - Scatole, involucri a busta e simili, di carta o di cartone, contenenti un assortimento di prodotti cartotecnici per corrispondenza"
48180000,"4818 Carta dei tipi utilizzati per carta igienica, e per simile carta, ovatta di cellulosa o strati di fibre di cellulosa, dei tipi utilizzati ai fini domestici o sanitari, in rotoli di larghezza non superiore a 36 cm o tagliati a misura; fazzoletti, fazzolettini per togliere il trucco, asciugamani, tovaglie e tovaglioli da tavola, lenzuola e oggetti simili per uso domestico, da toletta, d'igiene o per ospedali, indumenti ed accessori di abbigliamento, di pasta di carta, di ovatta di cellulosa o di strati di fibre di cellulosa"
