CN_Code,Description
84143081,8414 30 81 --- a chiusura ermetica o semiermetica
84143089,8414 30 89 --- altri
84144000,8414 40 - Compressori d'aria montati su telaio a ruote e trainabili
84144010,8414 40 10 -- di portata al minuto inferiore o uguale a 2 m3
84144090,8414 40 90 -- di portata al minuto superiore a 2 m3
84145100,"8414 51 00 -- Ventilatori da tavolo, da suolo, da muro o da parete, da soffitto, da tetto o da finestra, con motore elettrico incorporato di potenza inferiore o uguale a 125 W"
84145900,8414 59 -- altri
84145915,"8414 59 15 --- Ventilatori dei tipi usati esclusivamente o principalmente per raffreddare microprocessori, apparecchiature per le telecomunicazioni, macchine automatiche per l'elaborazione dell'informazione o unità di macchine automatiche per l'elaborazione dell'informazione"
84145925,8414 59 25 ---- assiali
84145935,8414 59 35 ---- centrifughi
84145995,8414 59 95 ---- altri
84146000,"8414 60 00 - Cappe, aventi il lato orizzontale maggiore inferiore o uguale a 120 cm"
84147000,8414 70 00 - Cabine di sicurezza biologica a tenuta stagna
84148000,8414 80 - altri
84148011,8414 80 11 --- monocellulari
84148019,8414 80 19 --- multicellulari
84148022,"-- Compressori volumetrici alternativi, che possono fornire una sovrappressione"
84148028,8414 80 28 ---- superiore a 60 m3
84148051,"--- superiore a 15 bar, aventi una portata all'ora"
84148059,8414 80 59 ---- superiore a 120 m3
84148073,-- Compressori volumetrici rotativi
84148075,8414 80 75 ---- a vite
84148078,8414 80 78 ---- altri
84148080,8414 80 80 -- altri
84149000,8414 90 00 - Parti
84150000,"8415 Macchine ed apparecchi per il condizionamento dell'aria comprendenti un ventilatore a motore e dei dispositivi atti a modificare la temperatura e l'umidità, compresi quelli nei quali il grado igrometrico non è regolabile separatamente"
84151000,"8415 10 - del tipo destinato ad essere fissato alle finestre, alle pareti, al soffitto o al pavimento, formanti un corpo unico o del tipo ""split system"" (sistemi ad elementi separati)"
84151010,8415 10 10 -- formanti un corpo unico
84151090,8415 10 90 -- Sistemi ad elementi separati (split-system)
84152000,8415 20 00 - del tipo utilizzato per la comodità delle persone negli autoveicoli
84158100,8415 81 00 -- con attrezzatura frigorifera e valvola d'inversione del ciclo termico (pompe di calore reversibili)
84158200,"8415 82 00 -- altri, con attrezzatura frigorifera"
84158300,8415 83 00 -- senza attrezzatura frigorifera
84159000,8415 90 00 - Parti
84160000,"8416 Bruciatori per l'alimentazione di focolari, a combustibili liquidi, a combustibili solidi polverizzati o a gas; focolari automatici, compresi i loro avanfocolari, le loro griglie meccaniche, i loro dispositivi meccanici per l'eliminazione delle ceneri e dispositivi simili"
84161000,8416 10 - Bruciatori a combustibili liquidi
84161010,8416 10 10 -- con dispositivo di controllo automatico montato
84161090,8416 10 90 -- altri
84162000,"8416 20 - altri bruciatori, compresi i bruciatori misti"
84162010,"8416 20 10 -- esclusivamente a gas, monoblocchi, con ventilatore incorporato e dispositivo di controllo"
84162020,8416 20 20 --- Bruciatori misti
84162080,8416 20 80 --- altri
84163000,"8416 30 00 - Focolari automatici, compresi i loro avanfocolari, le loro griglie meccaniche, i loro dispositivi meccanici per l'eliminazione delle ceneri e dispositivi simili"
84169000,8416 90 00 - Parti
84170000,"8417 Forni industriali o per laboratori, compresi gli inceneritoi, non elettrici"
84171000,"8417 10 00 - Forni per l'arrostimento, la fusione o altri trattamenti termici dei minerali o dei metalli"
84172000,"8417 20 - Forni per i prodotti della panetteria, della pasticceria e della biscotteria"
84172010,8417 20 10 -- Forni a tunnel
84172090,8417 20 90 -- altri
84178000,8417 80 - altri
84178030,8417 80 30 -- Forni per la cottura di prodotti ceramici
84178050,"8417 80 50 -- Forni per la cottura del cemento, del vetro o di prodotti chimici"
84178070,8417 80 70 -- altri
84179000,8417 90 00 - Parti
84180000,"8418 Frigoriferi, congelatori-conservatori ed altro materiale, altre macchine ed apparecchi per la produzione del freddo, con attrezzatura elettrica o di altra specie; pompe di calore diverse dalle macchine ed apparecchi per il condizionamento dell'aria della voce 8415"
84181000,8418 10 - Combinazioni di frigoriferi e di congelatori-conservatori muniti di sportelli o di cassetti esterni separati o di una combinazione di tali elementi
84181020,8418 10 20 -- di capacità superiore a 340 l
84181080,8418 10 80 -- altre
84182100,- Frigoriferi per uso domestico
84182110,8418 21 10 --- di capacità superiore a 340 l
84182151,8418 21 51 ---- Tipo tavolo
84182159,8418 21 59 ---- da incassare
84182191,8418 21 91 ----- inferiore o uguale a 250 l
84182199,8418 21 99 ----- superiore a 250 l ma inferiore o uguale a 340 l
84182900,8418 29 00 -- altri
84183000,"8418 30 - Mobili congelatori-conservatori, tipo cofano, di capacità inferiore o uguale a 800 l"
84183020,8418 30 20 -- di capacità inferiore o uguale a 400 l
84183080,8418 30 80 -- di capacità superiore a 400 l ma inferiore o uguale a 800 l
84184000,"8418 40 - Mobili congelatori-conservatori, tipo armadio, di capacità inferiore o uguale a 900 l"
84184020,8418 40 20 -- di capicità inferiore o uguale a 250 l
84184080,8418 40 80 -- di capacità superiore a 250 l ma inferiore o uguale a 900 l
84185000,"8418 50 - altri mobili (cofani, armadi, vetrine, banchi e mobili simili) per la conservazione e l’esposizione di prodotti, attrezzati per la produzione del freddo"
84185011,"-- Mobili-vetrine e mobili-banchi, frigoriferi (con gruppo frigorifero o evaporatore incorporati)"
84185019,8418 50 19 --- altri
84185090,8418 50 90 -- altri mobili frigoriferi
84186100,8418 61 00 -- Pompe di calore diverse dalle macchine ed apparecchi per il condizionamento dell'aria della voce 8415
84186900,8418 69 00 -- altri
84189100,8418 91 00 -- Mobili costruiti per ricevere un'attrezzatura per la produzione del freddo
84189900,8418 99 -- altre
84189910,"8418 99 10 --- Evaporatori e condensatori, diversi da quelli per gli apparecchi del tipo domestico"
84189990,8418 99 90 --- altre
84190000,"8419 Apparecchi e dispositivi, anche riscaldati elettricamente (esclusi i forni e gli apparecchi della voce 8514), per il trattamento di materie con operazioni che implicano un cambiamento di temperatura, come il riscaldamento, la cottura, la torrefazione, la distillazione, la rettificazione, la sterilizzazione, la pastorizzazione, la stufatura, l'essiccazione, l'evaporazione, la vaporizzazione, la condensazione o il raffreddamento, diversi dagli apparecchi domestici; scaldacqua non elettrici, a riscaldamento immediato o ad accumulazione"
84191100,"- Scaldacqua non elettrici, a riscaldamento immediato o ad accumulazione"
84191200,8419 12 00 -- Scaldacqua solari
84191900,8419 19 00 -- altri
84192000,8419 20 00 - Sterilizzatori medico-chirurgici o di laboratorio
84193300,"8419 33 00 -- apparecchi per la liofilizzazione, unità di crioessiccamento ed essiccatori a spruzzo"
84193400,"8419 34 00 -- altri, per prodotti agricoli"
84193500,"8419 35 00 -- altri, per il legno, le paste per carta, la carta o i cartoni"
84193900,8419 39 00 -- altri
84194000,8419 40 00 - Apparecchi di distillazione o di rettificazione
84195000,8419 50 - Scambiatori di calore
84195020,8419 50 20 -- Scambiatori di calore di fluoropolimeri e con fori per i tubi di entrata e di uscita aventi un diametro interno non superiore a 3 cm
84195080,8419 50 80 -- altri
84196000,8419 60 00 - Apparecchi e dispositivi per la liquefazione dell'aria o di altri gas
84198100,8419 81 -- per la preparazione di bevande calde o per la cottura o per il riscaldamento degli alimenti
84198120,8419 81 20 --- Macchine ed apparecchi per la preparazione del caffè ed altre bevande calde
84198180,8419 81 80 --- altri
84198900,8419 89 -- altri
84198910,"8419 89 10 --- Apparecchi e dispositivi di raffreddamento a ritorno d'acqua, nei quali lo scambio termico non si effettua attraverso una parete"
84198930,8419 89 30 --- Apparecchi e dispositivi di metallizzazione sotto vuoto
84198998,8419 89 98 --- altri
84199000,8419 90 - Parti
84199015,8419 90 15 -- di sterilizzatori della sottovoce 84192000
84199085,8419 90 85 -- altre
84200000,"8420 Calandre e laminatoi, diversi da quelli per i metalli o per il vetro, e cilindri per dette macchine"
84201000,8420 10 - Calandre e laminatoi
84201010,8420 10 10 -- dei tipi utilizzati nell'industria tessile
84201030,8420 10 30 -- dei tipi utilizzati nell'industria della carta
84201081,8420 10 81 --- Laminatoi a rullo dei tipi usati esclusivamente o principalmente per la fabbricazione di circuiti stampati o di sostrati di circuiti stampati
84201089,8420 10 89 --- altri
84209100,8420 91 -- Cilindri
84209110,8420 91 10 --- di ghisa
84209180,8420 91 80 --- altri
84209900,8420 99 00 -- altri
84210000,"8421 Centrifughe, compresi gli idroestrattori centrifughi; apparecchi per filtrare o depurare liquidi o gas"
84211100,"- Centrifughe, compresi gli idroestrattori centrifughi"
84211200,8421 12 00 -- Idroestrattori per biancheria
84211900,8421 19 -- altri
84211920,8421 19 20 --- Centrifughe del tipo utilizzato per laboratori
84211970,8421 19 70 --- altri
84212100,- Apparecchi per filtrare o depurare i liquidi
84212200,8421 22 00 -- per filtrare o depurare bevande diverse dall'acqua
84212300,8421 23 00 -- per filtrare gli oli minerali nei motori con accensione a scintilla o per compressione
84212900,8421 29 -- altri
84212920,8421 29 20 --- di fluoropolimeri e in cui lo spessore della membrana del filtro o del depuratore non supera 140 micron
84212980,8421 29 80 --- altri
84213100,8421 31 00 -- Filtri d'immissione dell'aria per motori con accensione a scintilla o per compressione
84213200,"8421 32 00 -- Convertitori catalitici o filtri antiparticolato, anche combinati, per depurare o filtrare i gas di scarico dei motori a combustione interna"
84213900,8421 39 -- altri
84213915,"8421 39 15 --- con alloggiamento di acciaio inossidabile e con fori per i tubi di entrata e di uscita di diametro interno non superiore a 1,3 cm"
84213925,8421 39 25 ---- Apparecchi per filtrare o depurare l'aria
84213935,---- Apparecchi per filtrare o depurare altri gas
84213985,8421 39 85 ----- altri
84219100,"8421 91 00 -- di centrifughe, compresi gli idroestrattori centrifughi"
84219900,8421 99 -- altre
84219910,8421 99 10 --- parti di macchine ed apparecchi delle sottovoci 84212920 o 8421 39 15
84219990,8421 99 90 --- altri
84220000,"8422 Lavastoviglie; macchine ed apparecchi per pulire o asciugare le bottiglie o altri recipienti; macchine ed apparecchi per riempire, chiudere, tappare o etichettare bottiglie, scatole, sacchi o altri contenitori; macchine ed apparecchi per incapsulare le bottiglie, i boccali, i tubi e gli analoghi contenitori; altre macchine ed apparecchi per impacchettare o imballare le merci (comprese le macchine e apparecchi per imballare con pellicola termoretraibile); macchine ed apparecchi per gassare le bevande"
84221100,8422 11 00 -- di tipo familiare
84221900,8422 19 00 -- altre
84222000,8422 20 00 - Macchine ed apparecchi per pulire o asciugare le bottiglie o altri recipienti
84223000,"8422 30 00 - Macchine ed apparecchi per riempire, chiudere, tappare o etichettare bottiglie, scatole, sacchi o altri contenitori; macchine ed apparecchi per incapsulare le bottiglie, i boccali, i tubi e gli analoghi contenitori; apparecchi per gassare le bevande"
84224000,8422 40 00 - altre macchine ed apparecchi per impacchettare o imballare le merci (comprese le macchine e apparecchi per imballare con pellicola termoretraibile)
84229000,8422 90 - Parti
84229010,8422 90 10 -- di lavastoviglie
84229090,8422 90 90 -- altre
84230000,"8423 Apparecchi e strumenti per pesare, comprese le basculle e le bilance per verificare i pezzi fabbricati, ma escluse le bilance sensibili ad un peso di 5 cg o meno; pesi per qualsiasi bilancia"
84231000,"8423 10 - Pesapersone, compresi i pesabambini; bilance per uso casalingo"
84231010,8423 10 10 -- Bilance per uso casalingo
84231090,8423 10 90 -- altre
84232000,8423 20 - Basculle per la pesatura continua su trasportatori
84232010,8423 20 10 -- che utilizzano strumenti elettronici per misurare pesi
84232090,8423 20 90 -- altri
84233000,8423 30 - Basculle a pesata costante e bilance e basculle insaccatrici o dosatrici
84233010,8423 30 10 -- che utilizzano strumenti elettronici per misurare pesi
84233090,8423 30 90 -- altri
84238100,8423 81 -- di portata inferiore o uguale a 30 kg
84238121,"8423 81 21 ---- Strumenti di controllo in rapporto ad un peso predeterminato, a funzionamento automatico, comprese le cernitrici ponderali"
84238123,8423 81 23 ---- Apparecchi e strumenti per pesare-etichettare prodotti preimballati
84238125,8423 81 25 ---- Bilance per magazzini
84238129,8423 81 29 ---- altri
84238180,8423 81 80 --- altri
84238200,8423 82 -- di portata superiore a 30 kg ma inferiore o uguale a 5000 kg
84238220,"8423 82 20 --- che utilizzano strumenti elettronici per misurare pesi, escluse macchine per pesare autoveicoli"
84238281,"8423 82 81 ---- Strumenti di controllo in rapporto ad un peso predeterminato, a funzionamento automatico, comprese le cernitrici ponderali"
84238289,8423 82 89 ---- altri
84238900,8423 89 -- altri
84238920,8423 89 20 --- che utilizzano strumenti elettronici per misurare pesi
84238980,8423 89 80 --- altri
84239000,"8423 90 - Pesi per qualsiasi bilancia, parti di apparecchi o strumenti per pesare"
84239010,"8423 90 10 -- Parti di apparecchi o strumenti per pesare delle sottovoci 84232010, 84233010, 84238121, 84238123, 84238125, 84238129, 84238220 o 84238920"
84239090,8423 90 90 -- altre
84240000,"8424 Apparecchi meccanici (anche a mano) per spruzzare, cospargere o polverizzare materie liquide o in polvere; estintori, anche carichi; pistole a spruzzo e apparecchi simili; macchine ed apparecchi a getto di sabbia, a getto di vapore e simili apparecchi a getto"
84241000,"8424 10 00 - Estintori, anche carichi"
84242000,8424 20 00 - Pistole a spruzzo ed apparecchi simili
84243000,"8424 30 - Macchine ed apparecchi a getto di sabbia, a getto di vapore e simili apparecchi a getto"
84243001,"-- Apparecchi per pulire ad acqua, con motore incorporato"
84243008,8424 30 08 --- altri
84243010,8424 30 10 --- ad aria compressa
84243090,8424 30 90 --- altre
84244100,- Irroratrici nebulizzatrici per l'agricoltura e l'orticoltura
84244900,8424 49 -- altri
84244910,8424 49 10 --- Irroratrici nebulizzatrici e impolveratrici costruite per essere portate o trainate da un trattore
84244990,8424 49 90 --- altri
84248200,8424 82 -- per l'agricoltura o l'orticoltura
84248210,8424 82 10 --- Apparecchi per annaffiare
84248290,8424 82 90 --- altri
84248900,8424 89 -- altri
84248940,"8424 89 40 --- Apparecchi meccanici per spruzzare, cospargere o polverizzare dei tipi usati esclusivamente o principalmente per la fabbricazione di circuiti stampati o assemblaggi di circuiti stampati"
84248970,8424 89 70 --- altri
84249000,8424 90 - Parti
84249020,8424 90 20 -- Parti di apparecchi meccanici della sottovoce 84248940
84249080,8424 90 80 -- altri
84250000,8425 Paranchi; verricelli ed argani; binde e martinetti
84251100,8425 11 00 -- a motore elettrico
84251900,8425 19 00 -- altri
84253100,8425 31 00 -- a motore elettrico
84253900,8425 39 00 -- altri
84254100,8425 41 00 -- Sollevatori fissi di vetture per autorimesse
84254200,"8425 42 00 -- altre binde e martinetti, idraulici"
84254900,8425 49 00 -- altri
84260000,"8426 Bighe, gru, comprese le gru a funi (blondins); ponti scorrevoli, gru a portale di scarico o di movimentazione, gru a ponte, carrelli-elevatori detti cavaliers e carrelli-gru"
84261100,"- Ponti scorrevoli e travi scorrevoli, gru a portale, gru a ponte, carrelli-elevatori detti cavaliers"
84261200,8426 12 00 -- Gru a portale mobile su gomme o pneumatici e carrelli-elevatori detti cavaliers
84261900,8426 19 00 -- altri
84262000,8426 20 00 - Gru a torre
84263000,8426 30 00 - Gru a portale
84264100,"- altre macchine ed apparecchi, semoventi"
84264900,8426 49 00 -- altri
84269100,8426 91 -- costruiti per essere montati su un veicolo stradale
84269110,8426 91 10 --- Gru idrauliche costruite per caricare e scaricare il veicolo
84269190,8426 91 90 --- altri
84269900,8426 99 00 -- altri
84270000,8427 Carrelli-stivatori; altri carrelli di movimentazione muniti di un dispositivo di sollevamento
84271000,8427 10 - Carrelli semoventi a motore elettrico
84271010,8427 10 10 -- che sollevano ad un'altezza di 1 m o più
84271090,8427 10 90 -- altri
84272000,8427 20 - altri carrelli semoventi
84272011,8427 20 11 --- Carrelli-stivatori per ogni terreno
84272019,8427 20 19 --- altri
84272090,8427 20 90 -- altri
84279000,8427 90 00 - altri carrelli
84280000,"8428 Altre macchine ed apparecchi di sollevamento, di carico, di scarico o di movimentazione (per esempio: ascensori, scale meccaniche, trasportatori, teleferiche)"
84281000,8428 10 - Ascensori e montacarichi
84281020,8428 10 20 -- elettrici
84281080,8428 10 80 -- altri
84282000,"8428 20 - Apparecchi elevatori o trasportatori, pneumatici"
84282020,8428 20 20 -- per prodotti alla rinfusa
84282080,8428 20 80 -- altri
84283100,"- altri apparecchi elevatori, trasportatori o convogliatori, ad azione continua, per merci"
84283200,"8428 32 00 -- altri, a benna"
84283300,"8428 33 00 -- altri, a nastro o a cinghia"
84283900,8428 39 -- altri
84283920,8428 39 20 --- Trasportatori o convogliatori a rulli o a cuscinetti a rulli
84283990,8428 39 90 --- altri
84284000,8428 40 00 - Scale meccaniche e marciapiedi mobili
84286000,8428 60 00 - Teleferiche (comprese le seggiovie e sciovie); meccanismi di trazione per funicolari
84287000,8428 70 00 - Robot industriali
84289000,8428 90 - altre macchine ed apparecchi
84289071,8428 90 71 --- costruiti per essere portati su trattori agricoli
84289079,8428 90 79 --- altri
84289090,8428 90 90 -- altri
84290000,"8429 Apripista (bulldozers, angledozers), livellatrici, ruspe, spianatrici, pale meccaniche, escavatori, caricatori e caricatrici-spalatrici, compattatori e rulli compressori, semoventi"
84291100,"- Apripista (bulldozers, angledozers)"
84291900,8429 19 00 -- altri
84292000,8429 20 00 - Livellatrici
84293000,8429 30 00 - Ruspe spianatrici
84294000,8429 40 - Compattatori e rulli compressori
84294010,8429 40 10 --- Rulli a vibrazioni
84294030,8429 40 30 --- altri
84294090,8429 40 90 -- Compattatori
84295100,"8429 51 -- Caricatori e caricatrici-spalatrici, a caricamento frontale"
84295110,8429 51 10 --- Caricatori appositamente costruiti per miniere di fondo o altri lavori sotterranei
84295191,8429 51 91 ---- Caricatori a cingoli
84295199,8429 51 99 ---- altri
84295200,8429 52 -- Congegni con una sovrastruttura che può effettuare una rotazione di 360o
84295210,8429 52 10 --- Escavatori a cingoli
84295290,8429 52 90 --- altri
84295900,8429 59 00 -- altri
84300000,"8430 Altre macchine ed apparecchi per lo sterramento, il livellamento, lo spianamento, la escavazione, per rendere compatto il terreno, l'estrazione o la perforazione della terra, dei minerali o dei minerali metalliferi, battipali e macchine per l'estrazione dei pali, spazzaneve"
84301000,8430 10 00 - Battipali e macchine per l'estrazione dei pali
84302000,8430 20 00 - Spazzaneve
84303100,"- Tagliatrici, abbattitrici e macchine per perforare trafori e gallerie"
84303900,8430 39 00 -- altre
84304100,- altre macchine di sondaggio o di perforazione
84304900,8430 49 00 -- altre
84305000,"8430 50 00 - altre macchine ed apparecchi, semoventi"
84306100,8430 61 00 -- Macchine ed apparecchi per comprimere o per rendere compatto il terreno
84306900,8430 69 00 -- altri
84310000,"8431 Parti riconoscibili come destinate esclusivamente o principalmente, alle macchine o apparecchi delle voci da 8425 a 8430"
84311000,8431 10 00 - di macchine o apparecchi della voce 8425
84312000,8431 20 00 - di macchine o apparecchi della voce 8427
84313100,"8431 31 00 -- di ascensori, montacarichi o scale meccaniche"
84313900,8431 39 00 -- altre
84314100,"8431 41 00 -- Tazze, benne, benne bivalve (benne caricatrici), pale, tenaglie e pinze"
84314200,8431 42 00 -- Lame di apripista
84314300,8431 43 00 -- Parti di macchine di sondaggio o di perforazione delle sottovoci 843041 o 843049
84314900,8431 49 -- altre
84314920,"8431 49 20 --- di getti di ghisa, di ferro o di acciaio"
84314980,8431 49 80 --- altre
84320000,"8432 Macchine, apparecchi e congegni agricoli, orticoli o silvicoli, per la preparazione o la lavorazione del suolo o per la coltivazione; rulli per tappeti erbosi o campi sportivi"
84321000,8432 10 00 - Aratri
84322100,"- Erpici, scarificatori, coltivatori, estirpatori, zappecavallo, sarchiatrici e zappatrici"
84322900,8432 29 -- altri
84322910,8432 29 10 --- Scarificatori e coltivatori
84322930,8432 29 30 --- Erpici
84322950,8432 29 50 --- Motozappatrici
84322990,8432 29 90 --- altri
84323100,"8432 31 00 -- Seminatrici, piantatrici e trapiantatrici senza fresatura"
84323900,8432 39 -- altri
84323911,"8432 39 11 ---- di precisione, a comando centrale"
84323919,8432 39 19 ---- altre
84323990,8432 39 90 --- Piantatrici e trapiantatrici
84324100,- Spanditori di letame e distributori di concimi
84324200,8432 42 00 -- Distributori di concimi
84328000,"8432 80 00 - altre macchine, apparecchi e congegni"
84329000,8432 90 00 - Parti
84330000,"8433 Macchine, apparecchi e congegni per la raccolta o la trebbiatura dei prodotti agricoli, comprese le presse da paglia o da foraggio; tosatrici da prato e falciatrici; macchine per pulire o per selezionare uova, frutta ed altri prodotti agricoli, diverse dalle macchine ed apparecchi della voce 8437"
84331100,8433 11 -- a motore con dispositivo di taglio ruotante su un piano orizzontale
84331110,8433 11 10 --- elettrici
84331151,8433 11 51 ----- munite d'un sedile
84331159,8433 11 59 ----- altre
84331190,8433 11 90 ---- altre
84331900,8433 19 -- altre
84331910,8433 19 10 ---- elettrico
84331951,8433 19 51 ------ munite di un sedile
84331959,8433 19 59 ------ altre
84331970,8433 19 70 ----- altre
84331990,8433 19 90 --- senza motore
84332000,"8433 20 - Falciatrici, comprese le barre da taglio da montare sul trattore"
84332010,8433 20 10 -- con motore
84332050,8433 20 50 --- costruite per essere trainate o portate da trattori
84332090,8433 20 90 --- altre
84333000,8433 30 00 - altre macchine ed apparecchi da fienagione
84334000,"8433 40 00 - Presse da paglia o da foraggio, comprese le presse raccoglitrici"
84335100,- altre macchine ed apparecchi per la raccolta; macchine ed apparecchi per la trebbiatura
84335200,8433 52 00 -- altre macchine ed apparecchi per la trebbiatura
84335300,8433 53 -- Macchine per la raccolta di radici o tuberi
84335310,8433 53 10 --- Macchine per la raccolta delle patate
84335330,8433 53 30 --- Scollettatrici e macchine per la raccolta delle barbabietole
84335390,8433 53 90 --- altre
84335900,8433 59 -- altre
84335911,--- Falciatrinciacaricatrici
84335919,8433 59 19 ---- altre
84335985,8433 59 85 --- altre
84336000,"8433 60 00 - Macchine per pulire o selezionare uova, frutta o altri prodotti agricoli"
84339000,8433 90 00 - Parti
84340000,8434 Mungitrici e macchine ed apparecchi per l'industria del latte
84341000,8434 10 00 - Mungitrici
84342000,8434 20 00 - Macchine ed apparecchi per l'industria del latte
84349000,8434 90 00 - Parti
84350000,"8435 Presse e torchi, pigiatrici e macchine ed apparecchi simili per la fabbricazione di vino, sidro, succhi di frutta o bevande simili"
84351000,8435 10 00 - Macchine ed apparecchi
84359000,8435 90 00 - Parti
84360000,"8436 Altre macchine ed apparecchi per l'agricoltura, l'orticoltura, la silvicoltura, l'avicoltura o l'apicoltura, compresi gli apparecchi per la germinazione con dispositivi meccanici o termici e le incubatrici e le allevatrici per l'avicoltura"
84361000,8436 10 00 - Macchine ed apparecchi per la preparazione degli alimenti o dei mangimi per gli animali
84362100,"- Macchine ed apparecchi per l'avicoltura, comprese le incubatrici e le allevatrici"
84362900,8436 29 00 -- altri
84368000,8436 80 - altre macchine ed apparecchi
84368010,8436 80 10 -- per la silvicoltura
84368090,8436 80 90 -- altri
84369100,8436 91 00 -- di macchine o apparecchi per l'avicoltura
84369900,8436 99 00 -- altre
84370000,"8437 Macchine per la pulitura, la cernita e la vagliatura dei cereali o dei legumi secchi; macchine ed apparecchi per mulini e per la lavorazione dei cereali o dei legumi secchi, escluse le macchine ed apparecchi del tipo per fattoria"
84371000,"8437 10 00 - Macchine per la pulitura, la cernita e la vagliatura dei cereali o dei legumi secchi"
84378000,8437 80 00 - altre macchine ed apparecchi
84379000,8437 90 00 - Parti
84380000,"8438 Macchine ed apparecchi, non nominati né compresi altrove in questo capitolo, per la preparazione o la fabbricazione industriale di alimenti o di bevande, diverse dalle macchine e dagli apparecchi per l'estrazione o la preparazione degli oli o grassi vegetali o di origine microbica fissi o animali"
84381000,"8438 10 - Macchine ed apparecchi per la panificazione, la pasticceria e la biscotteria o per la fabbricazione di paste alimentari"
84381010,"8438 10 10 -- per la panificazione, la pasticceria e la biscotteria"
84381090,8438 10 90 -- per la fabbricazione di paste alimentari
84382000,"8438 20 00 - Macchine ed apparecchi per la fabbricazione dei confetti, caramelle e simili prodotti dolciari o per la lavorazione del cacao e la fabbricazione della cioccolata"
84383000,8438 30 00 - Macchine ed apparecchi per la fabbricazione dello zucchero
84384000,8438 40 00 - Macchine ed apparecchi per la fabbricazione della birra
84385000,8438 50 00 - Macchine ed apparecchi per la lavorazione delle carni
84386000,8438 60 00 - Macchine ed apparecchi per la preparazione delle frutta e degli ortaggi
84388000,8438 80 - altre macchine ed apparecchi
84388010,8438 80 10 -- per il trattamento e la preparazione del caffè o del tè
84388091,8438 80 91 --- per la preparazione o la fabbricazione di bevande
84388099,8438 80 99 --- altri
84389000,8438 90 00 - Parti
84390000,8439 Macchine ed apparecchi per la fabbricazione della pasta di materie fibrose cellulosiche o per la fabbricazione o la finitura della carta o del cartone
84391000,8439 10 00 - Macchine ed apparecchi per la fabbricazione della pasta di materie fibrose cellulosiche
84392000,8439 20 00 - Macchine ed apparecchi per la fabbricazione della carta o del cartone
84393000,8439 30 00 - Macchine ed apparecchi per la finitura della carta o del cartone
84399100,8439 91 00 -- di macchine o apparecchi per la fabbricazione della pasta di materie fibrose cellulosiche
84399900,8439 99 00 -- altre
84400000,"8440 Macchine ed apparecchi per legare o rilegare, comprese le macchine per cucire i fogli"
84401000,8440 10 - Macchine ed apparecchi
84401010,8440 10 10 -- Piegatrici
84401020,8440 10 20 -- Raccoglitrici
84401030,8440 10 30 -- Cucitrici e graffatrici
84401040,8440 10 40 -- Macchine per rilegare con colla
84401090,8440 10 90 -- altre
84409000,8440 90 00 - Parti
84410000,"8441 Altre macchine ed apparecchi per la lavorazione della pasta per carta, della carta o del cartone, comprese le tagliatrici di ogni tipo"
84411000,8441 10 - Tagliatrici
84411010,8441 10 10 -- Tagliatrici-avvolgitrici
84411020,8441 10 20 -- Tagliatrici a taglio trasversale o longitudinale
84411030,8441 10 30 -- Taglierine-raffilatrici lineari
84411070,8441 10 70 -- altre
84412000,"8441 20 00 - Macchine per fabbricare sacchi, sacchetti o buste"
84413000,"8441 30 00 - Macchine per fabbricare scatole, casse, tubi, tamburi o contenitori simili, diverse dalle macchine per foggiare a stampo"
84414000,"8441 40 00 - Macchine per foggiare a stampo gli oggetti di pasta per carta, di carta o di cartone"
84418000,8441 80 00 - altre macchine ed apparecchi
84419000,8441 90 - Parti
84419010,8441 90 10 -- di tagliatrici
84419090,8441 90 90 -- altre
84420000,"8442 Macchine, apparecchi e materiale (escluse le macchine delle voci da 8456 a 8465) per la preparazione o la fabbricazione di cliché, lastre, cilindri o altri organi per la stampa; cliché, lastre, cilindri ed altri organi per la stampa; pietre litografiche, lastre, placche e cilindri preparati per la stampa (per esempio: levigati, graniti, lucidati)"
84423000,"8442 30 00 - Macchine, apparecchi e materiale"
84424000,"8442 40 00 - Parti di macchine, apparecchi e materiale"
84425000,"8442 50 00 - Cliché, lastre, cilindri ed altri organi per la stampa; pietre litografiche, lastre, placche e cilindri preparati per la stampa (per esempio: levigati, graniti, lucidati)"
84430000,"8443 Macchine e apparecchi per stampare con lastre, cilindri o altri organi per la stampa della voce 8442; altre stampanti, copiatrici e telecopiatrici (telefax), anche combinate tra loro; parti ed accessori"
84431100,"- Macchine e apparecchi per stampare con lastre, cilindri o altri organi per la stampa della voce 8442"
84431200,"8443 12 00 -- Macchine ed apparecchi per la stampa in offset per ufficio, alimentati a foglio di cui un lato non supera 22 cm e l'altro non supera 36 cm, non piegato"
84431300,8443 13 -- altre macchine ed apparecchi per la stampa in offset
84431310,--- alimentati a foglio
84431332,8443 13 32 ----- 53 × 75 cm o meno
84431334,8443 13 34 ----- più di 53 × 75 cm ed inferiore o uguale a 75 × 107 cm
84431338,8443 13 38 ----- più di 75 × 107 cm
84431390,8443 13 90 --- altri
84431400,"8443 14 00 -- Macchine ed apparecchi per la stampa, tipografici, alimentati a bobine (esclusi macchine ed apparecchi flessografici)"
84431500,"8443 15 00 -- Macchine ed apparecchi per la stampa, tipografici, non alimentati a bobine (esclusi macchine ed apparecchi flessografici)"
84431600,"8443 16 00 -- Macchine ed apparecchi per la stampa, flessografici"
